line_item_id,gift_date,gift_amount,order_number,recurring_period,recurring_sequence,ref_code,ref_code_variant
377721869,2021-02-27,2,PP261519198141,once,0,em_20210227_ak,email_1091353
377724530,2021-02-27,2,PP261519198344,once,0,em_20210227_ak,email_1091353
377729223,2021-02-27,2,PP261519198714,once,0,em_20210227_ak,email_1090088___subject_1468942
377730081,2021-02-27,2,PP261519198780,once,0,em_20210227_ak,email_1091353
377736508,2021-02-27,2,PP261519199282,once,0,em_20210227_ak,email_1091353
377736928,2021-02-27,2,PP261519199314,once,0,em_20210227_ak,email_1090088___subject_1468941
377756156,2021-02-27,2,PP261519200823,once,0,em_20210227_ak,email_1091359
378228152,2021-03-01,2,PP261519211400,monthly,0,em_20210227_ak,email_1091353
387487317,2021-05-01,2,PP261519211400,monthly,2,em_20210227_ak,email_1091353
392168272,2021-06-03,2,PP261519211400,monthly,3,em_20210227_ak,email_1091353
383217927,2021-04-01,2,PP261519211400,monthly,1,em_20210227_ak,email_1091353
378030106,2021-02-28,90,PP261519201826,once,0,em_20210227_ak,email_1091353
377731587,2021-02-27,52,PP261519198894,once,0,em_20210227_ak,email_1091359
377731688,2021-02-27,52,PP261519198902,once,0,em_20210227_ak,email_1091359
378090512,2021-02-28,52,PP261519206497,once,0,em_20210227_ak,email_1091359
377719461,2021-02-27,14,PP261519197952,once,0,em_20210227_ak,email_1090088___subject_1468940
377719799,2021-02-27,14,PP261519197980,once,0,em_20210227_ak,email_1090088___subject_1468942
377719846,2021-02-27,14,PP261519197984,once,0,em_20210227_ak,email_1090088___subject_1468942
377719905,2021-02-27,14,PP261519197988,once,0,em_20210227_ak,email_1090088___subject_1468940
377719935,2021-02-27,14,PP261519197991,once,0,em_20210227_ak,email_1090088___subject_1468941
377720065,2021-02-27,14,PP261519198000,once,0,em_20210227_ak,email_1090088___subject_1468942
377720295,2021-02-27,14,PP261519198019,once,0,em_20210227_ak,email_1090088___subject_1468941
377720583,2021-02-27,14,PP261519198041,once,0,em_20210227_ak,email_1090088___subject_1468940
377720581,2021-02-27,14,PP261519198041,once,0,em_20210227_ak,email_1090088___subject_1468941
377720580,2021-02-27,14,PP261519198041,once,0,em_20210227_ak,email_1090088___subject_1468940
377720802,2021-02-27,14,PP261519198059,once,0,em_20210227_ak,email_1090088___subject_1468940
377720866,2021-02-27,14,PP261519198064,once,0,em_20210227_ak,email_1090088___subject_1468941
377721013,2021-02-27,14,PP261519198076,once,0,em_20210227_ak,email_1090088___subject_1468940
377721408,2021-02-27,14,PP261519198106,once,0,em_20210227_ak,email_1090088___subject_1468941
377721523,2021-02-27,14,PP261519198114,once,0,em_20210227_ak,email_1091353
377721873,2021-02-27,14,PP261519198142,once,0,em_20210227_ak,email_1091353
377721874,2021-02-27,14,PP261519198142,once,0,em_20210227_ak,email_1091353
377722021,2021-02-27,14,PP261519198153,once,0,em_20210227_ak,email_1091353
377722297,2021-02-27,14,PP261519198176,once,0,em_20210227_ak,email_1090088___subject_1468941
377722492,2021-02-27,14,PP261519198192,once,0,em_20210227_ak,email_1090088___subject_1468941
377722513,2021-02-27,14,PP261519198193,once,0,em_20210227_ak,email_1091353
377722769,2021-02-27,14,PP261519198211,once,0,em_20210227_ak,email_1091353
377722777,2021-02-27,14,PP261519198212,once,0,em_20210227_ak,email_1091353
377722780,2021-02-27,14,PP261519198212,once,0,em_20210227_ak,email_1091353
377723167,2021-02-27,14,PP261519198240,once,0,em_20210227_ak,email_1091353
377723200,2021-02-27,14,PP261519198243,once,0,em_20210227_ak,email_1091353
377723214,2021-02-27,14,PP261519198244,once,0,em_20210227_ak,email_1091353
377723630,2021-02-27,14,PP261519198275,once,0,em_20210227_ak,email_1091353
377723644,2021-02-27,14,PP261519198276,once,0,em_20210227_ak,email_1091353
377723709,2021-02-27,14,PP261519198281,once,0,em_20210227_ak,email_1091353
377723856,2021-02-27,14,PP261519198293,once,0,em_20210227_ak,email_1091353
386601046,2021-04-27,14,PP261519198306,monthly,2,em_20210227_ak,email_1091353
382111397,2021-03-27,14,PP261519198306,monthly,1,em_20210227_ak,email_1091353
377724027,2021-02-27,14,PP261519198306,monthly,0,em_20210227_ak,email_1091353
390909460,2021-05-27,14,PP261519198306,monthly,3,em_20210227_ak,email_1091353
377724134,2021-02-27,14,PP261519198315,once,0,em_20210227_ak,email_1091353
377724219,2021-02-27,14,PP261519198321,once,0,em_20210227_ak,email_1091353
377724293,2021-02-27,14,PP261519198327,once,0,em_20210227_ak,email_1091353
377724333,2021-02-27,14,PP261519198330,once,0,em_20210227_ak,email_1091353
377724342,2021-02-27,14,PP261519198331,once,0,em_20210227_ak,email_1091353
377724398,2021-02-27,14,PP261519198336,once,0,em_20210227_ak,email_1091353
377724525,2021-02-27,14,PP261519198344,once,0,em_20210227_ak,email_1091353
377724555,2021-02-27,14,PP261519198346,once,0,em_20210227_ak,email_1091353
377724657,2021-02-27,14,PP261519198354,once,0,em_20210227_ak,email_1091353
377724668,2021-02-27,14,PP261519198355,once,0,em_20210227_ak,email_1091353
377724861,2021-02-27,14,PP261519198370,once,0,em_20210227_ak,email_1091353
377725143,2021-02-27,14,PP261519198392,once,0,em_20210227_ak,email_1091353
377725266,2021-02-27,14,PP261519198402,once,0,em_20210227_ak,email_1091353
377725410,2021-02-27,14,PP261519198415,once,0,em_20210227_ak,email_1091353
377725593,2021-02-27,14,PP261519198431,once,0,em_20210227_ak,email_1091353
377725597,2021-02-27,14,PP261519198431,once,0,em_20210227_ak,email_1091353
377725762,2021-02-27,14,PP261519198444,once,0,em_20210227_ak,email_1091353
377725780,2021-02-27,14,PP261519198446,once,0,em_20210227_ak,email_1091353
377725969,2021-02-27,14,PP261519198460,once,0,em_20210227_ak,email_1091353
377725973,2021-02-27,14,PP261519198460,once,0,em_20210227_ak,email_1091353
377726178,2021-02-27,14,PP261519198477,once,0,em_20210227_ak,email_1091353
377726674,2021-02-27,14,PP261519198517,once,0,em_20210227_ak,email_1091353
377727000,2021-02-27,14,PP261519198543,once,0,em_20210227_ak,email_1090088___subject_1468941
377727286,2021-02-27,14,PP261519198566,once,0,em_20210227_ak,email_1091353
377727375,2021-02-27,14,PP261519198573,once,0,em_20210227_ak,email_1090088___subject_1468941
377727736,2021-02-27,14,PP261519198600,once,0,em_20210227_ak,email_1091353
377728055,2021-02-27,14,PP261519198625,once,0,em_20210227_ak,email_1091353
377728128,2021-02-27,14,PP261519198630,once,0,em_20210227_ak,email_1091353
377728305,2021-02-27,14,PP261519198643,once,0,em_20210227_ak,email_1091353
377728411,2021-02-27,14,PP261519198651,once,0,em_20210227_ak,email_1091353
377728490,2021-02-27,14,PP261519198658,once,0,em_20210227_ak,email_1091353
377728514,2021-02-27,14,PP261519198660,monthly,0,em_20210227_ak,email_1090088___subject_1468940
377729027,2021-02-27,14,PP261519198701,once,0,em_20210227_ak,email_1091353
377729051,2021-02-27,14,PP261519198702,once,0,em_20210227_ak,email_1090088___subject_1468942
377729343,2021-02-27,14,PP261519198724,once,0,em_20210227_ak,email_1091353
377729522,2021-02-27,14,PP261519198737,once,0,em_20210227_ak,email_1091353
377729594,2021-02-27,14,PP261519198743,once,0,em_20210227_ak,email_1091353
377730021,2021-02-27,14,PP261519198775,once,0,em_20210227_ak,email_1091353
377730232,2021-02-27,14,PP261519198790,once,0,em_20210227_ak,email_1091353
377730580,2021-02-27,14,PP261519198817,once,0,em_20210227_ak,email_1091353
377730591,2021-02-27,14,PP261519198818,once,0,em_20210227_ak,email_1090088___subject_1468940
377730630,2021-02-27,14,PP261519198821,once,0,em_20210227_ak,email_1091353
377730678,2021-02-27,14,PP261519198825,once,0,em_20210227_ak,email_1091353
377730681,2021-02-27,14,PP261519198825,once,0,em_20210227_ak,email_1091353
377730759,2021-02-27,14,PP261519198831,once,0,em_20210227_ak,email_1091353
382111788,2021-03-27,14,PP261519198835,monthly,1,em_20210227_ak,email_1091353
377730821,2021-02-27,14,PP261519198835,monthly,0,em_20210227_ak,email_1091353
390909801,2021-05-27,14,PP261519198835,monthly,3,em_20210227_ak,email_1091353
386601406,2021-04-27,14,PP261519198835,monthly,2,em_20210227_ak,email_1091353
377730855,2021-02-27,14,PP261519198838,once,0,em_20210227_ak,email_1091353
377731155,2021-02-27,14,PP261519198861,once,0,em_20210227_ak,email_1091353
377731193,2021-02-27,14,PP261519198864,once,0,em_20210227_ak,email_1091353
377731231,2021-02-27,14,PP261519198866,once,0,em_20210227_ak,email_1091359
377731558,2021-02-27,14,PP261519198892,once,0,em_20210227_ak,email_1091359
377731667,2021-02-27,14,PP261519198900,once,0,em_20210227_ak,email_1091359
377731721,2021-02-27,14,PP261519198905,once,0,em_20210227_ak,email_1091353
377731813,2021-02-27,14,PP261519198911,once,0,em_20210227_ak,email_1090088___subject_1468942
377731862,2021-02-27,14,PP261519198915,once,0,em_20210227_ak,email_1091359
377731901,2021-02-27,14,PP261519198918,once,0,em_20210227_ak,email_1091359
377732056,2021-02-27,14,PP261519198931,once,0,em_20210227_ak,email_1091353
377732093,2021-02-27,14,PP261519198933,once,0,em_20210227_ak,email_1091359
377732130,2021-02-27,14,PP261519198937,once,0,em_20210227_ak,email_1090088___subject_1468942
377732176,2021-02-27,14,PP261519198940,once,0,em_20210227_ak,email_1091359
377732249,2021-02-27,14,PP261519198946,once,0,em_20210227_ak,email_1091353
377732267,2021-02-27,14,PP261519198948,once,0,em_20210227_ak,email_1091353
377732387,2021-02-27,14,PP261519198956,once,0,em_20210227_ak,email_1091353
377732429,2021-02-27,14,PP261519198960,once,0,em_20210227_ak,email_1091359
377732450,2021-02-27,14,PP261519198961,once,0,em_20210227_ak,email_1091353
377732500,2021-02-27,14,PP261519198965,once,0,em_20210227_ak,email_1091353
377732646,2021-02-27,14,PP261519198977,once,0,em_20210227_ak,email_1091359
377732715,2021-02-27,14,PP261519198982,once,0,em_20210227_ak,email_1091359
377732759,2021-02-27,14,PP261519198986,once,0,em_20210227_ak,email_1091359
377732963,2021-02-27,14,PP261519199001,once,0,em_20210227_ak,email_1091359
377733151,2021-02-27,14,PP261519199015,once,0,em_20210227_ak,email_1091359
377733184,2021-02-27,14,PP261519199018,once,0,em_20210227_ak,email_1091353
377733390,2021-02-27,14,PP261519199032,once,0,em_20210227_ak,email_1091359
377733528,2021-02-27,14,PP261519199043,once,0,em_20210227_ak,email_1091359
377733832,2021-02-27,14,PP261519199067,once,0,em_20210227_ak,email_1091359
377733845,2021-02-27,14,PP261519199068,once,0,em_20210227_ak,email_1091353
377733843,2021-02-27,14,PP261519199068,once,0,em_20210227_ak,email_1091359
377733875,2021-02-27,14,PP261519199070,once,0,em_20210227_ak,email_1091353
377733891,2021-02-27,14,PP261519199072,once,0,em_20210227_ak,email_1091359
377734182,2021-02-27,14,PP261519199095,once,0,em_20210227_ak,email_1091353
377734239,2021-02-27,14,PP261519199100,once,0,em_20210227_ak,email_1091353
377734482,2021-02-27,14,PP261519199119,monthly,0,em_20210227_ak,email_1091359
377734560,2021-02-27,14,PP261519199125,once,0,em_20210227_ak,email_1091366
377734641,2021-02-27,14,PP261519199132,once,0,em_20210227_ak,email_1091366
377734661,2021-02-27,14,PP261519199133,once,0,em_20210227_ak,email_1091359
377734722,2021-02-27,14,PP261519199138,once,0,em_20210227_ak,email_1091353
377735101,2021-02-27,14,PP261519199169,once,0,em_20210227_ak,email_1091359
377735240,2021-02-27,14,PP261519199179,once,0,em_20210227_ak,email_1091353
377735272,2021-02-27,14,PP261519199180,once,0,em_20210227_ak,email_1091359
377735278,2021-02-27,14,PP261519199181,once,0,em_20210227_ak,email_1091353
377735322,2021-02-27,14,PP261519199184,once,0,em_20210227_ak,email_1091359
377735349,2021-02-27,14,PP261519199186,once,0,em_20210227_ak,email_1091366
377735390,2021-02-27,14,PP261519199189,once,0,em_20210227_ak,email_1091366
377735409,2021-02-27,14,PP261519199190,once,0,em_20210227_ak,email_1090088___subject_1468940
377735505,2021-02-27,14,PP261519199198,once,0,em_20210227_ak,email_1090088___subject_1468941
377735524,2021-02-27,14,PP261519199200,once,0,em_20210227_ak,email_1091366
377735647,2021-02-27,14,PP261519199210,once,0,em_20210227_ak,email_1091353
377735680,2021-02-27,14,PP261519199212,once,0,em_20210227_ak,email_1091353
377735710,2021-02-27,14,PP261519199215,once,0,em_20210227_ak,email_1091359
377735804,2021-02-27,14,PP261519199223,once,0,em_20210227_ak,email_1091359
377735859,2021-02-27,14,PP261519199227,once,0,em_20210227_ak,email_1091366
377735919,2021-02-27,14,PP261519199232,once,0,em_20210227_ak,email_1091353
377735931,2021-02-27,14,PP261519199233,once,0,em_20210227_ak,email_1091366
377736052,2021-02-27,14,PP261519199243,once,0,em_20210227_ak,email_1091353
377736116,2021-02-27,14,PP261519199248,once,0,em_20210227_ak,email_1091366
377736168,2021-02-27,14,PP261519199252,once,0,em_20210227_ak,email_1091353
377736196,2021-02-27,14,PP261519199254,once,0,em_20210227_ak,email_1091359
377736422,2021-02-27,14,PP261519199274,once,0,em_20210227_ak,email_1091353
377736470,2021-02-27,14,PP261519199278,once,0,em_20210227_ak,email_1091353
377736515,2021-02-27,14,PP261519199282,once,0,em_20210227_ak,email_1091353
377736776,2021-02-27,14,PP261519199302,once,0,em_20210227_ak,email_1091353
377737047,2021-02-27,14,PP261519199322,once,0,em_20210227_ak,email_1091353
377737154,2021-02-27,14,PP261519199330,once,0,em_20210227_ak,email_1091353
377737320,2021-02-27,14,PP261519199343,once,0,em_20210227_ak,email_1091366
377737327,2021-02-27,14,PP261519199344,once,0,em_20210227_ak,email_1091353
377737474,2021-02-27,14,PP261519199355,once,0,em_20210227_ak,email_1091366
382112172,2021-03-27,14,PP261519199389,monthly,1,em_20210227_ak,email_1091359
386601756,2021-04-27,14,PP261519199389,monthly,2,em_20210227_ak,email_1091359
377737893,2021-02-27,14,PP261519199389,monthly,0,em_20210227_ak,email_1091359
390910120,2021-05-27,14,PP261519199389,monthly,3,em_20210227_ak,email_1091359
377737966,2021-02-27,14,PP261519199396,once,0,em_20210227_ak,email_1091353
377738022,2021-02-27,14,PP261519199400,once,0,em_20210227_ak,email_1091353
377738055,2021-02-27,14,PP261519199403,once,0,em_20210227_ak,email_1091359
377738146,2021-02-27,14,PP261519199410,once,0,em_20210227_ak,email_1091353
377738179,2021-02-27,14,PP261519199413,once,0,em_20210227_ak,email_1091353
377738248,2021-02-27,14,PP261519199418,once,0,em_20210227_ak,email_1091353
377738295,2021-02-27,14,PP261519199422,once,0,em_20210227_ak,email_1091359
377738747,2021-02-27,14,PP261519199459,once,0,em_20210227_ak,email_1091366
377738802,2021-02-27,14,PP261519199463,once,0,em_20210227_ak,email_1091366
377739057,2021-02-27,14,PP261519199484,once,0,em_20210227_ak,email_1091353
377739171,2021-02-27,14,PP261519199493,once,0,em_20210227_ak,email_1091353
377739515,2021-02-27,14,PP261519199519,once,0,em_20210227_ak,email_1091353
377739619,2021-02-27,14,PP261519199526,once,0,em_20210227_ak,email_1091359
377739694,2021-02-27,14,PP261519199532,once,0,em_20210227_ak,email_1091353
390910211,2021-05-27,14,PP261519199544,monthly,3,em_20210227_ak,email_1091353
382112279,2021-03-27,14,PP261519199544,monthly,1,em_20210227_ak,email_1091353
377739858,2021-02-27,14,PP261519199544,monthly,0,em_20210227_ak,email_1091353
386601846,2021-04-27,14,PP261519199544,monthly,2,em_20210227_ak,email_1091353
377740034,2021-02-27,14,PP261519199557,once,0,em_20210227_ak,email_1091353
377740137,2021-02-27,14,PP261519199565,once,0,em_20210227_ak,email_1091353
377740253,2021-02-27,14,PP261519199574,once,0,em_20210227_ak,email_1091353
377740467,2021-02-27,14,PP261519199591,once,0,em_20210227_ak,email_1091353
377740763,2021-02-27,14,PP261519199616,once,0,em_20210227_ak,email_1091359
377740959,2021-02-27,14,PP261519199631,once,0,em_20210227_ak,email_1091353
377741101,2021-02-27,14,PP261519199642,once,0,em_20210227_ak,email_1091366
377741105,2021-02-27,14,PP261519199642,monthly,0,em_20210227_ak,email_1091353
377741151,2021-02-27,14,PP261519199646,once,0,em_20210227_ak,email_1091353
377741160,2021-02-27,14,PP261519199647,once,0,em_20210227_ak,email_1091353
377741316,2021-02-27,14,PP261519199660,once,0,em_20210227_ak,email_1091353
377741336,2021-02-27,14,PP261519199662,once,0,em_20210227_ak,email_1091359
377741379,2021-02-27,14,PP261519199665,once,0,em_20210227_ak,email_1091359
377741426,2021-02-27,14,PP261519199670,once,0,em_20210227_ak,email_1091359
377741546,2021-02-27,14,PP261519199679,once,0,em_20210227_ak,email_1091359
377741620,2021-02-27,14,PP261519199685,once,0,em_20210227_ak,email_1091359
377741719,2021-02-27,14,PP261519199692,once,0,em_20210227_ak,email_1091366
377741773,2021-02-27,14,PP261519199697,once,0,em_20210227_ak,email_1091353
377741991,2021-02-27,14,PP261519199712,once,0,em_20210227_ak,email_1091366
377742481,2021-02-27,14,PP261519199748,once,0,em_20210227_ak,email_1091353
377742556,2021-02-27,14,PP261519199754,monthly,0,em_20210227_ak,email_1091359
377742561,2021-02-27,14,PP261519199755,once,0,em_20210227_ak,email_1091353
377742607,2021-02-27,14,PP261519199758,once,0,em_20210227_ak,email_1091353
377742731,2021-02-27,14,PP261519199768,once,0,em_20210227_ak,email_1090088___subject_1468940
377742883,2021-02-27,14,PP261519199780,once,0,em_20210227_ak,email_1091353
377742918,2021-02-27,14,PP261519199783,once,0,em_20210227_ak,email_1091353
377743033,2021-02-27,14,PP261519199790,once,0,em_20210227_ak,email_1091359
377743089,2021-02-27,14,PP261519199795,once,0,em_20210227_ak,email_1091353
377743140,2021-02-27,14,PP261519199799,once,0,em_20210227_ak,email_1091353
377743233,2021-02-27,14,PP261519199806,once,0,em_20210227_ak,email_1091353
377743481,2021-02-27,14,PP261519199824,once,0,em_20210227_ak,email_1091353
377743737,2021-02-27,14,PP261519199843,once,0,em_20210227_ak,email_1091359
377743868,2021-02-27,14,PP261519199853,once,0,em_20210227_ak,email_1091353
377744000,2021-02-27,14,PP261519199864,monthly,0,em_20210227_ak,email_1091353
377744042,2021-02-27,14,PP261519199867,once,0,em_20210227_ak,email_1091366
377744148,2021-02-27,14,PP261519199873,once,0,em_20210227_ak,email_1091353
377744218,2021-02-27,14,PP261519199879,once,0,em_20210227_ak,email_1091353
377744440,2021-02-27,14,PP261519199895,once,0,em_20210227_ak,email_1091353
377744485,2021-02-27,14,PP261519199899,once,0,em_20210227_ak,email_1091366
377744498,2021-02-27,14,PP261519199900,once,0,em_20210227_ak,email_1091353
377744952,2021-02-27,14,PP261519199938,once,0,em_20210227_ak,email_1090088___subject_1468942
377745032,2021-02-27,14,PP261519199943,once,0,em_20210227_ak,email_1091353
377745314,2021-02-27,14,PP261519199966,once,0,em_20210227_ak,email_1091353
377745587,2021-02-27,14,PP261519199987,once,0,em_20210227_ak,email_1091359
377745604,2021-02-27,14,PP261519199988,once,0,em_20210227_ak,email_1091366
377745712,2021-02-27,14,PP261519199995,monthly,0,em_20210227_ak,email_1091353
377745715,2021-02-27,14,PP261519199996,once,0,em_20210227_ak,email_1091366
377745900,2021-02-27,14,PP261519200010,once,0,em_20210227_ak,email_1091359
377746039,2021-02-27,14,PP261519200020,once,0,em_20210227_ak,email_1091359
377746203,2021-02-27,14,PP261519200033,monthly,0,em_20210227_ak,email_1091366
377746486,2021-02-27,14,PP261519200053,once,0,em_20210227_ak,email_1091366
377746529,2021-02-27,14,PP261519200056,once,0,em_20210227_ak,email_1091359
377747009,2021-02-27,14,PP261519200097,once,0,em_20210227_ak,email_1091359
377747777,2021-02-27,14,PP261519200157,once,0,em_20210227_ak,email_1091359
377748156,2021-02-27,14,PP261519200188,once,0,em_20210227_ak,email_1091366
377748952,2021-02-27,14,PP261519200252,once,0,em_20210227_ak,email_1091359
377749128,2021-02-27,14,PP261519200267,once,0,em_20210227_ak,email_1091353
377749365,2021-02-27,14,PP261519200287,once,0,em_20210227_ak,email_1091359
377749509,2021-02-27,14,PP261519200299,once,0,em_20210227_ak,email_1091359
377749564,2021-02-27,14,PP261519200303,once,0,em_20210227_ak,email_1091353
377749623,2021-02-27,14,PP261519200308,once,0,em_20210227_ak,email_1091353
377749633,2021-02-27,14,PP261519200309,once,0,em_20210227_ak,email_1091353
377749827,2021-02-27,14,PP261519200322,once,0,em_20210227_ak,email_1091359
377750512,2021-02-27,14,PP261519200375,once,0,em_20210227_ak,email_1091359
377751030,2021-02-27,14,PP261519200415,once,0,em_20210227_ak,email_1091353
390910749,2021-05-27,14,PP261519200438,monthly,3,em_20210227_ak,email_1091353
383402053,2021-04-02,14,PP261519200438,monthly,1,em_20210227_ak,email_1091353
377751313,2021-02-27,14,PP261519200438,monthly,0,em_20210227_ak,email_1091353
386602432,2021-04-27,14,PP261519200438,monthly,2,em_20210227_ak,email_1091353
377751503,2021-02-27,14,PP261519200454,once,0,em_20210227_ak,email_1091353
377752356,2021-02-27,14,PP261519200523,once,0,em_20210227_ak,email_1091359
377752388,2021-02-27,14,PP261519200526,once,0,em_20210227_ak,email_1091353
377752928,2021-02-27,14,PP261519200568,once,0,em_20210227_ak,
377753007,2021-02-27,14,PP261519200574,once,0,em_20210227_ak,email_1091353
377753817,2021-02-27,14,PP261519200639,once,0,em_20210227_ak,email_1091353
377754148,2021-02-27,14,PP261519200665,once,0,em_20210227_ak,email_1090088___subject_1468940
377754281,2021-02-27,14,PP261519200677,once,0,em_20210227_ak,email_1091353
377754409,2021-02-27,14,PP261519200687,once,0,em_20210227_ak,email_1091359
377754636,2021-02-27,14,PP261519200706,once,0,em_20210227_ak,email_1091353
377755055,2021-02-27,14,PP261519200739,once,0,em_20210227_ak,email_1091359
377755069,2021-02-27,14,PP261519200740,once,0,em_20210227_ak,email_1091359
377755295,2021-02-27,14,PP261519200758,once,0,em_20210227_ak,email_1091353
377755856,2021-02-27,14,PP261519200800,once,0,em_20210227_ak,email_1091353
377757096,2021-02-27,14,PP261519200896,once,0,em_20210227_ak,email_1091353
377758323,2021-02-27,14,PP261519200996,once,0,em_20210227_ak,email_1091353
377759475,2021-02-27,14,PP261519201087,once,0,em_20210227_ak,email_1091353
377759917,2021-02-27,14,PP261519201121,once,0,em_20210227_ak,email_1091366
377760181,2021-02-28,14,PP261519201142,once,0,em_20210227_ak,email_1091359
377760308,2021-02-28,14,PP261519201152,once,0,em_20210227_ak,email_1091359
377760736,2021-02-28,14,PP261519201186,once,0,em_20210227_ak,email_1091366
377761186,2021-02-28,14,PP261519201221,once,0,em_20210227_ak,email_1091353
377762083,2021-02-28,14,PP261519201290,once,0,em_20210227_ak,email_1090088___subject_1468940
377762680,2021-02-28,14,PP261519201336,once,0,em_20210227_ak,email_1091353
377762695,2021-02-28,14,PP261519201338,once,0,em_20210227_ak,email_1091359
377764035,2021-02-28,14,PP261519201448,once,0,em_20210227_ak,email_1091366
377764038,2021-02-28,14,PP261519201448,once,0,em_20210227_ak,email_1091366
377764559,2021-02-28,14,PP261519201493,once,0,em_20210227_ak,email_1091353
377764925,2021-02-28,14,PP261519201532,once,0,em_20210227_ak,email_1091353
377807202,2021-02-28,14,PP261519201555,once,0,em_20210227_ak,email_1091366
377873191,2021-02-28,14,PP261519201578,once,0,em_20210227_ak,email_1090088___subject_1468941
377921418,2021-02-28,14,PP261519201600,once,0,em_20210227_ak,email_1091359
377926481,2021-02-28,14,PP261519201602,once,0,em_20210227_ak,email_1090088___subject_1468941
377990225,2021-02-28,14,PP261519201656,once,0,em_20210227_ak,email_1091366
378028337,2021-02-28,14,PP261519201692,once,0,em_20210227_ak,email_1091353
378028499,2021-02-28,14,PP261519201704,once,0,em_20210227_ak,email_1091353
378028741,2021-02-28,14,PP261519201722,once,0,em_20210227_ak,email_1091366
378029705,2021-02-28,14,PP261519201797,once,0,em_20210227_ak,email_1091359
378029704,2021-02-28,14,PP261519201797,once,0,em_20210227_ak,email_1090088___subject_1468942
378030062,2021-02-28,14,PP261519201823,once,0,em_20210227_ak,email_1091366
378030171,2021-02-28,14,PP261519201832,once,0,em_20210227_ak,email_1090088___subject_1468940
378030334,2021-02-28,14,PP261519201844,monthly,0,em_20210227_ak,email_1090088___subject_1468941
386780677,2021-04-28,14,PP261519201844,monthly,2,em_20210227_ak,email_1090088___subject_1468941
382299955,2021-03-28,14,PP261519201844,monthly,1,em_20210227_ak,email_1090088___subject_1468941
378030576,2021-02-28,14,PP261519201864,once,0,em_20210227_ak,email_1091359
378031411,2021-02-28,14,PP261519201928,once,0,em_20210227_ak,email_1091366
378031594,2021-02-28,14,PP261519201942,once,0,em_20210227_ak,email_1091359
378032102,2021-02-28,14,PP261519201983,once,0,em_20210227_ak,email_1091366
378034847,2021-02-28,14,PP261519202200,monthly,0,em_20210227_ak,email_1091353
378035159,2021-02-28,14,PP261519202224,once,0,em_20210227_ak,email_1091353
378035214,2021-02-28,14,PP261519202228,once,0,em_20210227_ak,email_1091366
378035892,2021-02-28,14,PP261519202280,once,0,em_20210227_ak,email_1091353
378036705,2021-02-28,14,PP261519202344,once,0,em_20210227_ak,email_1091359
378037612,2021-02-28,14,PP261519202413,once,0,em_20210227_ak,email_1091353
378037818,2021-02-28,14,PP261519202429,once,0,em_20210227_ak,email_1091359
378040629,2021-02-28,14,PP261519202644,once,0,em_20210227_ak,email_1091366
378040728,2021-02-28,14,PP261519202652,once,0,em_20210227_ak,email_1091359
378042804,2021-02-28,14,PP261519202812,once,0,em_20210227_ak,email_1091366
378043651,2021-02-28,14,PP261519202877,once,0,em_20210227_ak,email_1091353
378048407,2021-02-28,14,PP261519203240,once,0,em_20210227_ak,email_1091359
378051796,2021-02-28,14,PP261519203509,once,0,em_20210227_ak,email_1091353
378051816,2021-02-28,14,PP261519203511,once,0,em_20210227_ak,email_1091359
378052525,2021-02-28,14,PP261519203566,once,0,em_20210227_ak,email_1091359
378053143,2021-02-28,14,PP261519203614,once,0,em_20210227_ak,email_1091353
378053846,2021-02-28,14,PP261519203668,once,0,em_20210227_ak,email_1091359
378053934,2021-02-28,14,PP261519203674,once,0,em_20210227_ak,email_1091353
378057537,2021-02-28,14,PP261519203952,once,0,em_20210227_ak,email_1091353
378060240,2021-02-28,14,PP261519204160,once,0,em_20210227_ak,email_1091353
378061928,2021-02-28,14,PP261519204288,once,0,em_20210227_ak,email_1091366
378062626,2021-02-28,14,PP261519204342,once,0,em_20210227_ak,email_1091359
378063014,2021-02-28,14,PP261519204372,once,0,em_20210227_ak,email_1091353
378064689,2021-02-28,14,PP261519204498,once,0,em_20210227_ak,email_1091353
378065288,2021-02-28,14,PP261519204545,once,0,em_20210227_ak,email_1091353
378067647,2021-02-28,14,PP261519204726,once,0,em_20210227_ak,email_1091353
378067665,2021-02-28,14,PP261519204728,once,0,em_20210227_ak,email_1091353
378069532,2021-02-28,14,PP261519204870,once,0,em_20210227_ak,email_1090088___subject_1468941
378071095,2021-02-28,14,PP261519204992,once,0,em_20210227_ak,email_1090088___subject_1468942
378076356,2021-02-28,14,PP261519205394,once,0,em_20210227_ak,email_1091353
378080382,2021-02-28,14,PP261519205704,once,0,em_20210227_ak,email_1091359
378082015,2021-02-28,14,PP261519205832,once,0,em_20210227_ak,email_1091359
378110641,2021-02-28,14,PP261519208065,once,0,em_20210227_ak,email_1091353
378110777,2021-02-28,14,PP261519208075,once,0,em_20210227_ak,email_1091353
378114438,2021-02-28,14,PP261519208360,once,0,em_20210227_ak,email_1091366
378125535,2021-02-28,14,PP261519209222,once,0,em_20210227_ak,email_1091353
378128127,2021-02-28,14,PP261519209420,once,0,em_20210227_ak,email_1091353
378133203,2021-02-28,14,PP261519209814,once,0,em_20210227_ak,email_1091359
378136700,2021-02-28,14,PP261519210082,once,0,em_20210227_ak,email_1091366
378137695,2021-02-28,14,PP261519210161,once,0,em_20210227_ak,email_1091353
