line_item_id,gift_date,gift_amount,order_number,recurring_period,recurring_sequence,ref_code,ref_code_variant
378115316,2021-02-28,100,PP261519208429,once,0,em_20210227_ak,email_1091353
378122792,2021-02-28,100,PP261519209010,once,0,em_20210227_ak,email_1091366
378123290,2021-02-28,100,PP261519209050,once,0,em_20210227_ak,email_1091366
378150833,2021-03-01,100,PP261519211178,once,0,em_20210227_ak,email_1091353
378228993,2021-03-01,100,PP261519211463,once,0,em_20210227_ak,email_1091359
378233188,2021-03-01,100,PP261519211776,once,0,em_20210227_ak,email_1091359
378238153,2021-03-01,100,PP261519212169,monthly,0,em_20210227_ak,email_1091359
387487774,2021-05-01,100,PP261519212169,monthly,2,em_20210227_ak,email_1091359
391827906,2021-06-01,100,PP261519212169,monthly,3,em_20210227_ak,email_1091359
383218405,2021-04-01,100,PP261519212169,monthly,1,em_20210227_ak,email_1091359
378239905,2021-03-01,100,PP261519212309,once,0,em_20210227_ak,email_1090088___subject_1468942
378252685,2021-03-01,100,PP261519213345,once,0,em_20210227_ak,email_1091353
378272396,2021-03-01,100,PP261519214785,once,0,em_20210227_ak,email_1091359
378400429,2021-03-02,100,PP261519217366,once,0,em_20210227_ak,email_1091359
378423441,2021-03-02,100,PP261519219177,once,0,em_20210227_ak,email_1091359
378585881,2021-03-03,100,PP261519225751,once,0,em_20210227_ak,email_1091359
379056630,2021-03-06,100,PP261519242894,once,0,em_20210227_ak,email_1091359
382337127,2021-03-28,100,PP261519390332,once,0,em_20210227_ak,email_1091353
383417760,2021-04-02,100,PP261519443573,once,0,em_20210227_ak,email_1091353
377719855,2021-02-27,1000,PP261519197984,once,0,em_20210227_ak,email_1090088___subject_1468942
377734902,2021-02-27,1000,PP261519199153,once,0,em_20210227_ak,email_1091353
377725989,2021-02-27,2000,PP261519198462,once,0,em_20210227_ak,email_1091353
377729611,2021-02-27,2000,PP261519198745,once,0,em_20210227_ak,email_1091353
378077820,2021-02-28,2000,PP261519205504,once,0,em_20210227_ak,email_1091353
377741846,2021-02-27,4000,PP261519199701,once,0,em_20210227_ak,email_1091366
377759986,2021-02-28,4000,PP261519201127,once,0,em_20210227_ak,email_1091353
378235286,2021-03-01,20000,PP261519211940,once,0,em_20210227_ak,email_1091353
378029439,2021-02-28,1032,PP261519201775,once,0,em_20210227_ak,email_1091353
